,index,film,budget_processed,genre_1,original_language,popularity,release_date,runtime,revenue
2375,2375,Norbit,60000000,Comedy,en,7.667874,2/8/07,101.0,95673607.0
2376,2376,Jaane Tu... Ya Jaane Na,2300000,Drama,en,1.970054,7/4/08,155.0,11100000.0
2377,2377,Michael Clayton,25000000,Drama,en,7.857078,9/28/07,119.0,92991835.0
2378,2378,Faithful,13000000,Comedy,en,1.296862,4/3/96,91.0,9789900.0
2379,2379,Van Wilder 2: The Rise of Taj,18000000.0,Comedy,en,5.985236,12/1/06,97.0,6086508.0
2380,2380,Secretary,4000000,Comedy,en,10.936827,1/11/02,104.0,9304609.0
2381,2381,Steve Jobs: The Man in the Machine,18000000.0,Documentary,en,5.019486,8/7/15,129.0,494506.0
2382,2382,Another Year,8000000,Comedy,en,5.000657,11/5/10,129.0,18124262.0
2383,2383,Borsalino,18000000.0,Crime,fr,4.471645,5/19/70,126.0,3.0
2384,2384,Yolngu Boy,18000000.0,Drama,en,0.407732,3/22/01,88.0,671.0
2385,2385,Innerspace,18000000.0,Action,en,10.134408,6/30/87,120.0,25893810.0
2386,2386,Thunderbolt and Lightfoot,18000000.0,Action,en,8.283863,5/23/74,115.0,21700000.0
2387,2387,Ice Age: Dawn of the Dinosaurs,90000000,Animation,en,12.980624,6/29/09,94.0,886686817.0
2388,2388,My Sister's Keeper,30000000,Drama,en,6.793972,6/26/09,109.0,95714875.0
2389,2389,The End of Evangelion,18000000.0,Animation,ja,6.228255,7/19/97,87.0,20000000.0
2390,2390,Khatta Meetha,7500000,Comedy,hi,0.494047,7/23/10,155.0,10000000.0
2391,2391,Thunderball,5500000,Adventure,en,10.517835,12/16/65,130.0,141195658.0
2392,2392,The Twilight Samurai,5000000,Action,ja,4.281103,11/2/02,129.0,7338987.0
2393,2393,Edward II,18000000.0,History,en,4.556825,9/3/91,90.0,694438.0
2394,2394,Spy Kids,35000000,Action,en,9.576745,3/18/01,88.0,147934180.0
2395,2395,Dheepan,18000000.0,Crime,fr,5.752416,8/26/15,115.0,248392.0
2396,2396,Eat Pray Love,60000000,Drama,en,15.904834,8/12/10,133.0,204594016.0
2397,2397,Ransom,80000000,Action,en,8.772188,11/8/96,117.0,309492681.0
2398,2398,Labor Day,18000000,Drama,en,6.108646,12/27/13,111.0,20275812.0
2399,2399,Kaiji 2: The Ultimate Gambler,18000000.0,Thriller,ja,1.13376,11/5/11,133.0,15.0
2400,2400,Happy Accidents,18000000.0,Comedy,en,9.916094,1/25/00,110.0,688510.0
2401,2401,Junior,60000000,Comedy,en,6.710215,11/22/94,109.0,37000000.0
2402,2402,Starsky & Hutch,60000000,Comedy,en,10.776138,3/5/04,101.0,170268750.0
2403,2403,The Bonfire of the Vanities,47000000,Comedy,en,5.507082,12/21/90,125.0,15691192.0
2404,2404,The Town,37000000,Crime,en,13.081203,9/15/10,125.0,154026136.0
2405,2405,About Cherry,2500000,Drama,en,5.46567,2/14/12,102.0,3003.0
2406,2406,Moonlight,4000000,Drama,en,14.171675,10/21/16,111.0,65046687.0
2407,2407,The Night We Never Met,18000000.0,Romance,en,1.132307,4/30/93,99.0,1884814.0
2408,2408,Run,16000000,Action,en,5.857368,2/1/91,91.0,4409328.0
2409,2409,Men of Honor,32000000,Drama,en,7.177649,9/13/00,129.0,48814909.0
2410,2410,Fired Up!,20000000,Comedy,en,6.312206,2/20/09,90.0,18599102.0
2411,2411,Interview with the Vampire,60000000,Horror,en,11.970205,11/11/94,123.0,223664608.0
2412,2412,Red Dawn,65000000,War,en,5.627787,11/21/12,93.0,44806783.0
2413,2413,Bliss,3400000,Comedy,en,0.40319,10/4/85,112.0,660537.0
2414,2414,The Electric Horseman,18000000.0,Drama,en,5.916187,12/21/79,122.0,61801971.0
2415,2415,Benny & Joon,18000000.0,Comedy,en,10.597116,4/16/93,98.0,23202734.0
2416,2416,Knock Knock,2500000,Drama,en,11.898793,6/26/15,99.0,6341684.0
2417,2417,Willy Wonka & the Chocolate Factory,3000000,Family,en,12.416635,6/29/71,100.0,4000000.0
2418,2418,Species,35000000,Science Fiction,en,13.492845,7/7/95,108.0,113374103.0
2419,2419,Evita,55000000,History,en,6.709803,12/14/96,134.0,141047179.0
2420,2420,S. Darko,4000000,Thriller,en,7.959965,4/28/09,103.0,4100000.0
2421,2421,Monsieur Ibrahim,18000000.0,Drama,fr,8.260823,12/3/03,94.0,11576431.0
2422,2422,The Sting II,18000000.0,Action,en,3.659745,2/18/83,102.0,6347072.0
2423,2423,Amarkalam,500000,,en,0.493342,8/25/99,157.0,500000.0
2424,2424,Deep Blue Sea,60000000,Action,en,7.493615,7/28/99,105.0,73648228.0
2425,2425,Police Academy 4: Citizens on Patrol,18000000.0,Comedy,en,5.952392,4/2/87,88.0,28061343.0
2426,2426,Overdose,18000000.0,Drama,es,0.02158,9/4/83,105.0,1334173.0
2427,2427,Joshua,18000000.0,Drama,en,1.109111,4/19/02,91.0,1347988.0
2428,2428,That Thing You Do!,18000000.0,Comedy,en,8.685761,10/4/96,108.0,34585416.0
2429,2429,Tuck Everlasting,15000000,Drama,en,5.951492,10/11/02,90.0,19158074.0
2430,2430,55 Days at Peking,17000000,Action,en,2.972529,5/6/63,154.0,10000000.0
2431,2431,The Conjuring 2,40000000,Horror,en,14.767317,5/13/16,134.0,320170008.0
2432,2432,10 Items or Less,18000000.0,Comedy,en,3.898236,9/11/06,81.0,580527.0
2433,2433,Black Sheep,18000000.0,Comedy,en,8.963037,2/1/96,87.0,32.0
2434,2434,Results,18000000.0,Comedy,en,3.967229,5/29/15,105.0,104507.0
2435,2435,The Legend I,18000000.0,Adventure,cn,3.782615,3/4/93,106.0,3956913.0
2436,2436,Dear Zindagi,4300000,Drama,hi,3.699552,11/24/16,149.0,3376375.0
2437,2437,The Perfect Storm,120000000,Drama,en,18.911961,3/15/00,130.0,325756637.0
2438,2438,Hannah and Her Sisters,6400000,Comedy,en,9.57874,2/7/86,107.0,40084041.0
2439,2439,Blood Work,50000000,Crime,en,5.852263,8/4/02,110.0,26199517.0
2440,2440,Lucky Number Slevin,27000000,Drama,en,11.15092,2/24/06,110.0,56308881.0
2441,2441,Night of the Comet,3000000,Comedy,en,4.947043,11/16/84,95.0,14418922.0
2442,2442,Race to Witch Mountain,50000000,Adventure,en,8.176147,3/12/09,98.0,106303988.0
2443,2443,The Twilight Saga: Eclipse,68000000,Adventure,en,34.047399,6/23/10,124.0,698491347.0
2444,2444,The Pirates of Penzance,18000000.0,Comedy,en,2.555585,2/18/83,112.0,694497.0
2445,2445,Alien Nation,16000000,Crime,en,15.133316,10/7/88,91.0,32155047.0
2446,2446,Moby Dick,4500000,Adventure,en,4.31583,6/27/56,116.0,10400000.0
2447,2447,Juno,7500000,Comedy,en,11.791591,12/5/07,96.0,231411584.0
2448,2448,15 Minutes,60000000,Action,en,12.149946,3/1/01,120.0,56359980.0
2449,2449,Bounce,35000000,Drama,en,13.349518,11/15/00,106.0,36779296.0
2450,2450,Ace in the Hole,1821052,Drama,en,11.046411,6/29/51,111.0,1300000.0
2451,2451,Dom Hemingway,18000000.0,Comedy,en,5.713974,11/15/13,93.0,523511.0
2452,2452,Dolphin Tale,37000000,Drama,en,6.695229,9/23/11,113.0,95404397.0
2453,2453,A Dirty Shame,15000000,Comedy,en,7.665431,9/12/04,89.0,1914166.0
2454,2454,The Internship,58000000,Comedy,en,0.393865,6/7/13,119.0,44000000.0
2455,2455,Ted,50000000,Comedy,en,19.638605,6/29/12,106.0,549368315.0
2456,2456,Bee Season,14000000,Drama,en,2.308846,9/3/05,104.0,6856989.0
2457,2457,To the Wonder,18000000.0,Drama,en,8.452485,2/22/13,112.0,587615.0
2458,2458,Before I Wake,18000000.0,Drama,en,9.449103,4/7/16,97.0,3295624.0
2459,2459,Epic,100000000,Animation,en,11.913405,5/15/13,102.0,268426634.0
2460,2460,The Constant Gardener,25000000,Drama,en,11.556484,8/31/05,129.0,82466670.0
2461,2461,Happy Times,1900000,Drama,zh,0.653271,12/31/00,102.0,240093.0
2462,2462,Midnight Special,18000000,Adventure,en,12.682927,2/18/16,112.0,6212282.0
2463,2463,The Measure of a Man,18000000.0,Drama,fr,4.778045,3/16/15,93.0,106498.0
2464,2464,Dances with Wolves,22000000,Adventure,en,11.654349,11/9/90,181.0,424208848.0
2465,2465,Take Me Home Tonight,19000000,Comedy,en,8.132811,3/4/11,97.0,6928068.0
2466,2466,Aloha,37000000,Drama,en,8.451297,5/27/15,105.0,26250020.0
2467,2467,Peggy Sue Got Married,18000000,Comedy,en,7.471655,10/5/86,103.0,41382841.0
2468,2468,The Arrival,25000000,Action,en,6.497591,5/31/96,115.0,14048372.0
2469,2469,Collateral Damage,85000000,Action,en,10.175503,2/6/02,108.0,78382433.0
2470,2470,More American Graffiti,2500000,Comedy,en,3.084426,8/3/79,110.0,15014674.0
2471,2471,Ghosts of Mars,28000000,Action,en,7.058599,8/24/01,98.0,14010832.0
2472,2472,The Good Dinosaur,175000000,Adventure,en,12.319595,11/14/15,93.0,331926147.0
2473,2473,May,500000,Drama,en,8.398158,1/13/02,93.0,150277.0
2474,2474,Tiny Times,18000000.0,Drama,zh,1.832762,6/27/13,116.0,79.0
2475,2475,Penguins of Madagascar,132000000,Family,en,22.201607,11/22/14,92.0,373552094.0
2476,2476,Ace Ventura: When Nature Calls,30000000,Crime,en,8.205448,11/10/95,90.0,212385533.0
2477,2477,Blaze,18000000.0,Drama,en,3.444266,12/15/89,117.0,19131000.0
2478,2478,The Men Who Stare at Goats,24000000,Comedy,en,6.253084,10/17/09,93.0,68729358.0
2479,2479,A Civil Action,70000000,Drama,pt,9.353499,3/5/98,115.0,56702901.0
2480,2480,Cocktail,6400000,Romance,hi,7.950488,7/13/12,144.0,18800000.0
2481,2481,The Next Three Days,30000000,Romance,en,9.591425,11/18/10,133.0,51148651.0
2482,2482,Elektra,43000000,Action,en,13.802674,1/13/05,97.0,56681566.0
2483,2483,The Internet's Own Boy: The Story of Aaron Swartz,18000000.0,Crime,en,6.114898,6/27/14,105.0,48911.0
2484,2484,Once Upon a Time in China II,18000000.0,Action,cn,3.606688,9/16/92,113.0,30399676.0
2485,2485,Noah,125000000,Drama,en,14.924487,3/20/14,139.0,362637473.0
2486,2486,Speed Racer,120000000,Action,en,7.134168,5/9/08,135.0,93945766.0
2487,2487,Scarlet Street,1202007,Drama,en,6.360746,12/28/45,103.0,2948386.0
2488,2488,Zombieland,23600000,Comedy,en,11.063029,10/7/09,88.0,102391382.0
2489,2489,Diary of a Wimpy Kid: The Long Haul,22000000,Comedy,en,28.176992,5/19/17,91.0,40120144.0
2490,2490,Never Talk to Strangers,6400000,Thriller,en,7.506958,10/20/95,86.0,6.0
2491,2491,Logan,135000,Comedy,en,0.588872,9/10/10,94.0,10474.0
2492,2492,Home Run,1200000,Drama,en,1.472463,4/19/13,114.0,2861020.0
2493,2493,The Station Agent,500000,Drama,en,5.85469,1/26/03,88.0,8679814.0
2494,2494,Blank City,18000000.0,Documentary,en,0.31754,4/6/11,94.0,99303.0
2495,2495,Wings of Desire,2500000,Drama,de,6.357321,1/1/87,128.0,3200000.0
2496,2496,Below,18000000.0,Thriller,en,11.19785,10/11/02,105.0,605562.0
2497,2497,Donnie Brasco,35000000,Crime,en,12.201954,2/27/97,127.0,41954997.0
2498,2498,Hooked on the Game 2. The Next Level,3500000,Action,ru,0.884241,4/15/10,0.0,2294357.0
2499,2499,Legends of the Fall,30000000,Adventure,en,12.199047,12/16/94,133.0,160638883.0
2500,2500,My Soul to Take,25000000,Drama,en,5.282976,10/8/10,107.0,19829957.0
2501,2501,Hyde Park on Hudson,18000000.0,Comedy,en,3.724207,12/7/12,94.0,8887603.0
2502,2502,Friday,3500000,Comedy,en,14.56965,4/26/95,91.0,28215918.0
2503,2503,National Lampoon’s European Vacation,18000000.0,Adventure,en,11.457485,7/25/85,95.0,49364621.0
2504,2504,Loverboy,18000000.0,Comedy,en,5.072902,4/28/89,98.0,3960327.0
2505,2505,We Are from the Future 2,18000000.0,War,en,1.218959,2/18/10,101.0,8910819.0
2506,2506,The Ides of March,12500000,Drama,en,6.82647,9/24/11,101.0,75993061.0
2507,2507,Harsh Times,2000000,Crime,en,7.659357,9/11/05,120.0,5967038.0
2508,2508,Pina,4317946,Documentary,de,12.452985,2/24/11,106.0,14624826.0
2509,2509,Wild Target,8000000,Action,en,6.712894,6/17/10,98.0,3453043.0
2510,2510,The Hijack That Went South,1800000,Action,fi,0.474578,1/17/13,93.0,532269.0
2511,2511,Howards End,18000000.0,Drama,en,10.854598,3/13/92,140.0,25966555.0
2512,2512,Bride of Chucky,25000000,Horror,en,13.018491,10/16/98,89.0,50671850.0
2513,2513,Blow Out,18000000,Drama,en,7.536295,7/24/81,108.0,12000000.0
2514,2514,The Equalizer,55000000,Thriller,en,17.618057,9/24/14,132.0,192330738.0
2515,2515,Clouds of Sils Maria,6600000,Drama,en,8.151346,8/20/14,124.0,1851517.0
2516,2516,Their Finest,32745300,Romance,en,17.958512,4/6/17,117.0,12173470.0
2517,2517,Asterix at the Olympic Games,97250400,Fantasy,fr,9.671944,1/13/08,116.0,132900000.0
2518,2518,You Don't Mess with the Zohan,90000000,Comedy,en,13.116461,6/5/08,113.0,201596308.0
2519,2519,Heavy Traffic,950000,Animation,en,0.820911,8/8/73,76.0,1500000.0
2520,2520,King Kong,23000000,Adventure,en,5.810716,9/8/76,134.0,90614445.0
2521,2521,Always,31000000,Fantasy,en,5.443097,12/22/89,122.0,74134790.0
2522,2522,Evil Dead II,3600000,Horror,en,13.520764,3/13/87,84.0,5923044.0
2523,2523,The Keep,6000000,Horror,en,3.554491,12/16/83,96.0,3661757.0
2524,2524,Sex and Zen,18000000.0,Drama,cn,1.824275,11/30/91,99.0,396003.0
2525,2525,Solaris,47000000,Drama,en,10.642824,11/27/02,99.0,30002758.0
2526,2526,The Outsiders,10000000,Crime,en,6.435926,3/25/83,91.0,33697647.0
2527,2527,Boyhood,4000000,Drama,en,6.430591,6/5/14,164.0,44349000.0
2528,2528,The Cowboys,6000000,Action,en,3.189566,1/13/72,131.0,7500000.0
2529,2529,Waterloo,25000000,History,en,3.240624,10/26/70,128.0,3052000.0
2530,2530,The Kingdom,70000000,Thriller,en,13.842333,8/22/07,110.0,86658558.0
2531,2531,Prêt-à-Porter,15000000,Drama,en,6.259433,12/23/94,133.0,11300653.0
2532,2532,The Hobbit: An Unexpected Journey,250000000,Adventure,en,23.253089,11/26/12,169.0,1021103568.0
2533,2533,The Rocket: The Legend of Rocket Richard,8000000,Drama,fr,0.860734,10/25/05,124.0,2019009.0
2534,2534,Domestic Disturbance,75000000,Mystery,en,6.353996,10/30/01,89.0,54249294.0
2535,2535,Public Enemies,80000000,History,en,10.364794,7/1/09,140.0,214104620.0
2536,2536,The Eiger Sanction,18000000.0,Action,en,5.47591,5/21/75,123.0,14200000.0
2537,2537,Collide,21500000,Thriller,en,31.314013,8/4/16,98.0,4811525.0
2538,2538,Josh,6900000,Romance,hi,4.0315,6/9/00,162.0,15000000.0
2539,2539,Repo! The Genetic Opera,18000000.0,Horror,en,5.25696,7/18/08,98.0,188126.0
2540,2540,Pieta,103000,Drama,ko,5.194433,9/5/12,104.0,3623330.0
2541,2541,This Is 40,35000000,Comedy,en,11.418802,12/20/12,134.0,88058786.0
2542,2542,The Kids Are All Right,3500000,Comedy,en,5.899155,7/9/10,106.0,34705850.0
2543,2543,D.O.A.,18000000.0,Mystery,en,2.793619,3/18/88,96.0,12706478.0
2544,2544,Basic,50000000,Action,en,14.327717,4/18/03,98.0,42792561.0
2545,2545,Patriots Day,45000000,Crime,en,14.547939,12/12/16,133.0,50548152.0
2546,2546,Star Trek III: The Search for Spock,18000000,Science Fiction,en,6.197298,5/31/84,105.0,87000000.0
2547,2547,I Am Legend,150000000,Drama,en,11.379355,12/14/07,101.0,585349010.0
2548,2548,Magnum Force,18000000.0,Action,en,10.226181,12/23/73,124.0,39768000.0
2549,2549,Mysterious Skin,18000000.0,Drama,en,7.103951,5/20/04,105.0,1524966.0
2550,2550,Get on Up,18000000.0,Drama,en,7.92736,8/1/14,139.0,31911598.0
2551,2551,The Glass House,30000000,Drama,en,6.418936,9/14/01,106.0,23619609.0
2552,2552,Space Jam,80000000,Animation,en,11.054251,11/15/96,88.0,250200000.0
2553,2553,The Gun in Betty Lou's Handbag,13000000,Comedy,en,1.386549,8/21/92,89.0,3721911.0
2554,2554,Quai des Orfèvres,18000000.0,Crime,fr,4.72304,10/3/47,106.0,152961.0
2555,2555,G,18000000.0,Drama,en,0.884526,5/10/02,96.0,3020784.0
2556,2556,Big Time,18000000.0,Documentary,en,1e-06,9/15/88,87.0,148426.0
2557,2557,Bound,4500000,Crime,en,12.449574,9/13/96,108.0,7011317.0
2558,2558,9,30000000,Action,en,18.502877,8/19/09,79.0,48428063.0
2559,2559,Day Watch,4200000,Fantasy,ru,7.42908,1/1/06,132.0,38862717.0
2560,2560,She's Out of Control,18000000.0,Comedy,en,1.685918,4/14/89,97.0,12065892.0
2561,2561,Punch-Drunk Love,25000000,Comedy,en,6.753969,10/25/02,95.0,17000000.0
2562,2562,Finding Dory,200000000,Adventure,en,14.477677,6/16/16,97.0,1028570889.0
2563,2563,Kabhi Alvida Naa Kehna,7400000,Drama,hi,2.37252,8/11/06,193.0,17000000.0
2564,2564,Walk Hard: The Dewey Cox Story,35000000,Comedy,en,7.219935,12/21/07,96.0,18317151.0
2565,2565,He Got Game,25000000,Drama,en,13.06943,5/1/98,136.0,21567853.0
2566,2566,The Wackness,6000000,Drama,en,5.598338,7/3/08,99.0,2899975.0
2567,2567,Gabbar Is Back,11000000,Drama,hi,1.812728,5/1/15,128.0,41000000.0
2568,2568,The Beastmaster,18000000.0,Action,en,5.577636,8/20/82,118.0,14056528.0
2569,2569,Off Limits,12000000,Action,en,11.516965,3/11/88,102.0,7242035.0
2570,2570,The Polar Express,165000000,Adventure,en,14.27536,11/10/04,100.0,305875730.0
2571,2571,Boulevard,18000000.0,Drama,en,5.7396,4/20/14,88.0,126150.0
2572,2572,Mojin: The Lost Legend,37000000,Action,zh,4.209701,12/18/15,127.0,278300000.0
2573,2573,Ringu,1200000,Horror,ja,6.486126,1/31/98,96.0,8690429.0
2574,2574,Straw Dogs,2200000,Crime,en,6.632663,12/29/71,118.0,3251794.0
2575,2575,Louis C.K.: Live at the Beacon Theater,250000,Comedy,en,4.297654,12/10/11,62.0,1000000.0
2576,2576,Waste Land,1500000,Documentary,en,2.627643,1/24/10,90.0,187716.0
2577,2577,"The Life and Death of 9413, a Hollywood Extra",18000000.0,Comedy,en,0.209191,6/16/28,11.0,97.0
2578,2578,Rope,1500000,Crime,en,7.248676,8/23/48,80.0,2200000.0
2579,2579,Boogeyman,20000000,Thriller,en,9.704289,2/4/05,89.0,67192859.0
2580,2580,Lost River,2000000,Fantasy,en,6.640704,4/8/15,95.0,45431.0
2581,2581,The November Man,15000000,Crime,en,13.310556,8/27/14,108.0,32556119.0
2582,2582,Kops,18000000.0,Action,sv,2.939129,2/6/03,90.0,8.0
2583,2583,Superbabies: Baby Geniuses 2,18000000.0,Comedy,en,7.538821,8/27/04,88.0,9109322.0
2584,2584,Airport 1975,3000000,Action,en,8.480501,10/18/74,107.0,47000000.0
2585,2585,The Art of Getting By,18000000.0,Drama,en,5.24456,6/17/11,83.0,1406224.0
2586,2586,A Shot in the Dark,18000000.0,Comedy,en,6.872888,6/23/64,102.0,12368234.0
2587,2587,Gridiron Gang,30000000,Action,en,5.025475,9/15/06,125.0,41480851.0
2588,2588,"Lock, Stock and Two Smoking Barrels",1350000,Comedy,en,4.60786,3/5/98,105.0,3897569.0
2589,2589,Guess Who,35000000,Comedy,en,6.71898,3/25/05,105.0,68915888.0
2590,2590,Requiem for the American Dream,18000000.0,Documentary,en,2.203671,4/18/15,73.0,44695.0
2591,2591,Blast from the Past,35000000,Comedy,en,8.355977,2/12/99,112.0,40263020.0
2592,2592,Hell & Back,18000000.0,Fantasy,en,5.571253,10/2/15,86.0,157768.0
2593,2593,Son of the Pink Panther,25000000,Comedy,en,3.372523,1/1/93,93.0,2438031.0
2594,2594,The Notebook,18000000.0,Drama,hu,3.485214,7/3/13,112.0,66559.0
2595,2595,Barbershop,12000000,Comedy,en,6.498789,4/1/02,102.0,75781642.0
2596,2596,"Come Back to the 5 & Dime, Jimmy Dean, Jimmy Dean",850000,Comedy,en,1.094395,11/12/82,109.0,840000.0
2597,2597,54,13000000,Music,en,8.736869,8/28/98,106.0,16757163.0
2598,2598,The Missionary,18000000.0,Comedy,en,1.196669,11/2/82,90.0,7241180.0
2599,2599,Enemy of the State,90000000,Action,en,12.978751,11/20/98,132.0,250649836.0
2600,2600,Love at First Fight,18000000.0,Comedy,fr,8.569586,8/20/14,98.0,23598.0
2601,2601,Mr. Holland's Opus,18000000.0,Music,en,7.137117,12/29/95,137.0,106269971.0
2602,2602,Jack Goes Boating,18000000.0,Comedy,en,3.581434,9/23/10,89.0,538000.0
2603,2603,Alien: Resurrection,70000000,Science Fiction,en,15.57784,11/12/97,109.0,162000000.0
2604,2604,Judy Moody and the Not Bummer Summer,20000000,Comedy,en,2.321394,6/10/11,91.0,14166853.0
2605,2605,Under Suspicion,18000000.0,Crime,en,2.774589,9/27/91,99.0,221295.0
2606,2606,Analyze This,80000000,Comedy,en,7.634017,3/5/99,103.0,176885658.0
2607,2607,Hood of Horror,5000000,Action,en,2.06528,6/27/06,84.0,25900.0
2608,2608,Quills,13500000,Drama,en,5.387711,11/22/00,124.0,7060876.0
2609,2609,Brick,475000,Drama,en,9.00314,1/30/05,110.0,3919254.0
2610,2610,The Tiger: An Old Hunter's Tale,5000,Action,ko,3.447894,12/16/15,139.0,11083449.0
2611,2611,Field of Dreams,18000000.0,Drama,en,16.759454,4/21/89,107.0,84431625.0
2612,2612,Unknown,30000000,Action,en,14.443599,2/16/11,113.0,130786397.0
2613,2613,"Mystery, Alaska",28000000,Drama,en,4.512767,10/1/99,119.0,8888143.0
2614,2614,The One,49000000,Action,en,9.769047,11/2/01,87.0,72700000.0
2615,2615,Zelig,18000000.0,Comedy,en,5.94179,7/15/83,79.0,11798616.0
2616,2616,Throw Momma from the Train,14000000,Crime,en,6.573364,12/11/87,88.0,57915972.0
2617,2617,The Passion of the Christ,30000000,Drama,en,13.194168,2/25/04,127.0,611899420.0
2618,2618,Black Swan,13000000,Drama,en,12.989056,12/2/10,108.0,327803731.0
2619,2619,Middle School: The Worst Years of My Life,8500000,Family,en,10.222143,10/7/16,92.0,19985196.0
2620,2620,Spice World,25000000,Adventure,en,4.257516,12/19/97,93.0,100000000.0
2621,2621,The Last Starfighter,15000000,Adventure,en,5.984133,7/13/84,101.0,28733290.0
2622,2622,Millennium Actress,18000000.0,Animation,ja,5.330725,7/28/01,87.0,37641.0
2623,2623,Valerian and the City of a Thousand Planets,197471676,Adventure,en,15.262706,7/20/17,137.0,90024292.0
2624,2624,Get Out,5000000,Mystery,en,36.894806,2/24/17,104.0,252434250.0
2625,2625,The Club,18000000.0,Drama,es,3.534068,5/28/15,97.0,52761.0
2626,2626,Doom,60000000,Adventure,en,11.953553,10/20/05,105.0,55987321.0
2627,2627,Unfriended,1000000,Horror,en,10.07817,4/17/15,82.0,62882090.0
2628,2628,"4 Months, 3 Weeks and 2 Days",852510,Drama,ro,9.990406,8/24/07,113.0,1185783.0
2629,2629,Homeward Bound II: Lost in San Francisco,18000000.0,Adventure,en,14.657754,3/8/96,89.0,32709423.0
2630,2630,Dope,700000,Crime,en,7.948581,6/19/15,103.0,17986781.0
2631,2631,Cloud Atlas,102000000,Drama,en,13.494246,10/26/12,172.0,130482868.0
2632,2632,Red Planet,80000000,Thriller,en,8.534176,11/10/00,106.0,33463969.0
2633,2633,Halloween: Resurrection,13000000,Horror,en,8.502529,7/1/02,94.0,37664855.0
2634,2634,Shaolin Temple 2: Kids from Shaolin,18000000.0,Action,en,0.703225,1/26/84,103.0,3554460.0
2635,2635,The First Power,10000000,Crime,en,1.942945,4/6/90,98.0,22424195.0
2636,2636,Legion,26000000,Horror,en,13.795875,1/21/10,100.0,67918658.0
2637,2637,Men Cry Bullets,18000000.0,Comedy,en,0.920469,10/8/98,105.0,2303.0
2638,2638,22 Jump Street,50000000,Crime,en,10.901496,6/5/14,112.0,188441614.0
2639,2639,The Dilemma,70000000,Comedy,en,7.513067,1/13/11,111.0,67112664.0
2640,2640,Top Five,18000000.0,Drama,en,7.355355,12/12/14,102.0,25434291.0
