,film,budget,genres,original_language,popularity,production_companies,release_date,runtime,revenue
2008,Cargo 200,0.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",ru,1.592152,,2007-06-06,89.0,121129.0
2009,Antikiller,5000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",ru,0.191539,,2002-08-01,113.0,340312.0
2010,Cheetah,5000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",en,0.011574,,1989-08-18,83.0,8153677.0
2011,Star Trek V: The Final Frontier,30000000.0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",en,12.308007,"[{'name': 'Paramount Pictures', 'id': 4}]",1989-06-09,107.0,70200000.0
2012,Scary Movie 2,45000000.0,"[{'id': 35, 'name': 'Comedy'}]",en,10.869056,"[{'name': 'Gold/Miller Productions', 'id': 1607}, {'name': 'Wayans Bros. Entertainment', 'id': 1608}, {'name': 'Dimension Films', 'id': 7405}, {'name': 'Brad Grey Pictures', 'id': 10958}]",2001-07-04,83.0,141220678.0
2013,Left Luggage,0.0,"[{'id': 18, 'name': 'Drama'}]",en,0.444226,,1998-03-30,100.0,100544.0
2014,The Wolf of Wall Street,100000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",en,16.382422,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Appian Way', 'id': 562}, {'name': 'EMJAG Productions', 'id': 14654}, {'name': 'Red Granite Pictures', 'id': 19177}, {'name': 'Sikelia Productions', 'id': 23243}]",2013-12-25,180.0,392000694.0
2015,The Bounty Hunter,40000000.0,"[{'id': 28, 'name': 'Action'}]",en,6.715263,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Original Film', 'id': 333}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Madhouse Entertainment', 'id': 12199}]",2010-03-16,110.0,136000000.0
2016,The Shawshank Redemption,25000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",en,51.645403,"[{'name': 'Castle Rock Entertainment', 'id': 97}, {'name': 'Warner Bros.', 'id': 6194}]",1994-09-23,142.0,28341469.0
2017,Promised Land,15000000.0,"[{'id': 18, 'name': 'Drama'}]",en,7.06378,"[{'name': 'Participant Media', 'id': 6735}, {'name': 'Imagenation Abu Dhabi FZ', 'id': 6736}, {'name': 'Focus Features', 'id': 10146}, {'name': 'Media Farm', 'id': 29311}, {'name': 'Sunday Night', 'id': 29312}, {'name': 'Pearl Street Films', 'id': 29313}]",2012-09-23,106.0,8138788.0
2018,Guardians of the Galaxy,170000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",en,53.291601,"[{'name': 'Marvel Studios', 'id': 420}, {'name': 'Moving Picture Company (MPC)', 'id': 20478}, {'name': 'Bulletproof Cupid', 'id': 54850}, {'name': 'Revolution Sun Studios', 'id': 76043}]",2014-07-30,121.0,773328629.0
2019,License to Wed,35000000.0,"[{'id': 35, 'name': 'Comedy'}]",en,7.102076,"[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Robert Simonds Productions', 'id': 3929}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Phoenix Pictures', 'id': 11317}, {'name': 'Underground', 'id': 49326}, {'name': 'Proposal Productions', 'id': 49327}]",2007-07-04,91.0,69307224.0
2020,Feast of Love,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,5.993691,"[{'name': 'Lakeshore Entertainment', 'id': 126}, {'name': 'Revelations Entertainment', 'id': 906}, {'name': 'Greenestreet Films', 'id': 2150}]",2007-09-28,101.0,5741608.0
2021,"I, Daniel Blake",0.0,"[{'id': 18, 'name': 'Drama'}]",en,18.577504,"[{'name': 'Why Not Productions', 'id': 729}, {'name': 'Wild Bunch', 'id': 856}, {'name': 'Les Films Du Fleuve', 'id': 1926}, {'name': 'BFI', 'id': 5165}, {'name': 'BBC', 'id': 5996}, {'name': 'Sixteen Films', 'id': 12695}]",2016-10-21,100.0,260354.0
2022,Man on a Ledge,42000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",en,10.528173,"[{'name': 'Summit Entertainment', 'id': 491}, {'name': 'Di Bonaventura Picture', 'id': 5955}]",2012-01-13,102.0,46221189.0
2023,Coffee and Cigarettes,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",en,5.32553,"[{'name': 'Smokescreen Inc.', 'id': 60103}]",2003-09-05,96.0,7897645.0
2024,Crank: High Voltage,20000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",en,10.044642,"[{'name': 'Lakeshore Entertainment', 'id': 126}, {'name': 'Lionsgate', 'id': 1632}, {'name': 'Radical Media', 'id': 11152}]",2009-04-16,96.0,34560577.0
2025,Look Who's Back,3196621.0,"[{'id': 35, 'name': 'Comedy'}]",de,6.704659,"[{'name': 'Constantin Film', 'id': 47}]",2015-10-08,116.0,25513752.0
2026,American Ninja,1000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",en,7.314536,"[{'name': 'Cannon Group', 'id': 1444}, {'name': 'Golan-Globus', 'id': 1445}]",1985-08-30,95.0,10499694.0
2027,Happy Days,440141.0,"[{'id': 18, 'name': 'Drama'}]",te,0.815203,"[{'name': 'Amigos Creations', 'id': 32414}]",2007-09-28,160.0,2640850.0
2028,Raging Bull,18000000.0,"[{'id': 18, 'name': 'Drama'}]",en,8.868558,"[{'name': 'United Artists', 'id': 60}]",1980-11-14,129.0,23000000.0
2029,Child's Play 2,13000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",en,14.310479,"[{'name': 'Universal Pictures', 'id': 33}]",1990-11-09,84.0,35763605.0
2030,The Rocky Horror Picture Show,1200000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 10402, 'name': 'Music'}, {'id': 878, 'name': 'Science Fiction'}]",en,8.699428,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Michael White Productions', 'id': 463}]",1975-08-14,100.0,112892319.0
2031,Alexander's Ragtime Band,2000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",en,0.632261,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]",2038-05-24,106.0,4000000.0
2032,A Farewell to Arms,4.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",en,1.914697,"[{'name': 'Paramount Pictures', 'id': 4}]",2032-12-08,89.0,25.0
2033,Alpha Dog,0.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",en,7.655603,"[{'name': 'A-Mark Entertainment', 'id': 2248}]",2006-01-27,122.0,15309302.0
2034,Phenomenon,32000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}]",en,5.575992,"[{'name': 'Touchstone Pictures', 'id': 9195}]",1996-07-05,123.0,152036382.0
2035,King Kong,207000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",en,19.761164,"[{'name': 'WingNut Films', 'id': 11}, {'name': 'Universal Pictures', 'id': 33}, {'name': 'Big Primate Pictures', 'id': 68}, {'name': 'MFPV Film', 'id': 69}]",2005-12-14,187.0,550000000.0
2036,Apollo 13,52000000.0,"[{'id': 18, 'name': 'Drama'}]",en,18.761467,"[{'name': 'Imagine Entertainment', 'id': 23}, {'name': 'Universal Pictures', 'id': 33}]",1995-06-30,140.0,355237933.0
2037,Grandmaster,120000.0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",ml,0.485424,"[{'name': 'UTV Motion Pictures', 'id': 2320}]",2012-05-03,130.0,130000.0
2038,Wall Street,15000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",en,11.672701,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]",1987-12-10,126.0,43848069.0
2039,Possession,25000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",en,4.439325,"[{'name': 'Warner Bros. Pictures', 'id': 174}, {'name': 'Focus Features', 'id': 10146}, {'name': 'Baltimore Spring Creek Productions', 'id': 16061}]",2002-10-02,102.0,10113733.0
2040,The Visitor,0.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",en,9.04083,"[{'name': 'Overture Films', 'id': 12807}]",2007-09-07,104.0,9234510.0
2041,The Family Fang,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",en,5.121894,"[{'name': 'Olympus Pictures', 'id': 7400}, {'name': 'QED International', 'id': 11029}, {'name': 'Red Crown Productions', 'id': 16945}, {'name': 'Tiberius Film', 'id': 23868}, {'name': 'Blossom Films', 'id': 32537}]",2016-04-16,105.0,262921.0
2042,Resident Evil: Afterlife,60000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",en,0.452934,"[{'name': 'Impact Pictures', 'id': 248}, {'name': 'Davis-Films', 'id': 342}, {'name': 'Constantin Film Produktion', 'id': 5755}]",2010-09-09,97.0,300228084.0
2043,New in Town,8000000.0,"[{'id': 35, 'name': 'Comedy'}]",en,12.357072,"[{'name': 'Lionsgate', 'id': 1632}, {'name': 'Edmonds Entertainment Group (EEG)', 'id': 2923}, {'name': 'Epidemic Pictures', 'id': 2924}, {'name': 'The Safran Company', 'id': 11565}, {'name': 'Gold Circle Films', 'id': 12026}]",2009-01-30,97.0,29010817.0
2044,The Adventures of Tintin,130000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 9648, 'name': 'Mystery'}]",en,19.201504,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Columbia Pictures', 'id': 5}, {'name': 'WingNut Films', 'id': 11}, {'name': 'Amblin Entertainment', 'id': 56}, {'name': 'Nickelodeon Movies', 'id': 2348}, {'name': 'Kennedy/Marshall Company, The', 'id': 7383}, {'name': 'Hemisphere Media Capital', 'id': 9169}]",2011-10-25,107.0,371940071.0
2045,We Were Soldiers,75000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",en,11.34706,"[{'name': 'Icon Entertainment International', 'id': 4564}, {'name': 'Wheelhouse Entertainment', 'id': 53005}, {'name': 'Motion Picture Production GmbH & Co. Erste KG', 'id': 53006}]",2002-03-01,138.0,114660784.0
2046,A Guy Named Joe,2627000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",en,0.662665,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]",2044-03-01,120.0,5363000.0
2047,Prom,8000000.0,"[{'id': 35, 'name': 'Comedy'}]",en,6.167646,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Rickshaw Productions', 'id': 2201}]",2011-04-29,104.0,10130000.0
2048,The Last Unicorn,0.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",en,6.634939,"[{'name': 'Topcraft', 'id': 29}, {'name': 'Rankin/Bass Productions', 'id': 688}, {'name': 'Incorporated Television Company', 'id': 1155}]",1982-11-19,92.0,6455530.0
2049,Anastasia,53000000.0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",en,11.911173,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Fox Animation Studios', 'id': 11231}, {'name': 'Fox Family Films', 'id': 11232}, {'name': 'The Big Gun Project', 'id': 11233}, {'name': 'Little Wolf Entertainment', 'id': 11234}]",1997-11-20,94.0,139804348.0
2050,The Warriors,4000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",en,11.457298,"[{'name': 'Paramount Pictures', 'id': 4}]",1979-02-08,93.0,22490039.0
2051,The Field,0.0,"[{'id': 18, 'name': 'Drama'}]",en,1.656115,"[{'name': 'Sovereign Pictures', 'id': 7541}, {'name': 'Granada Television', 'id': 14063}, {'name': 'Noel Pearson', 'id': 93530}]",1990-12-21,110.0,1494399.0
2052,Monster Hunt,40000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",zh,5.361771,"[{'name': 'Edko Films', 'id': 10284}]",2015-07-16,111.0,385284817.0
2053,Twice Upon a Yesterday,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,1.217192,"[{'name': 'HandMade Films', 'id': 20076}, {'name': 'CLT', 'id': 40996}, {'name': 'Escima', 'id': 40997}]",1998-11-27,91.0,258464.0
2054,Cat People,134000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",en,5.110716,"[{'name': 'RKO Radio Pictures', 'id': 6}]",2042-12-05,73.0,4000000.0
2055,The Mist,18000000.0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",en,8.435642,"[{'name': 'Darkwoods Productions', 'id': 3982}, {'name': 'Dimension Films', 'id': 7405}]",2007-11-21,126.0,57096190.0
2056,Wedding Crashers,40000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",en,11.100597,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Tapestry Films', 'id': 870}, {'name': 'Avery Pix', 'id': 1565}]",2005-07-14,119.0,285176741.0
2057,Body Shots,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,4.607583,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Colomby/Keaton Productions', 'id': 20979}]",1999-10-07,106.0,239894.0
2058,The Smurfs 2,105000000.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 16, 'name': 'Animation'}]",en,10.640864,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Sony Pictures Animation', 'id': 2251}, {'name': 'Kerner Entertainment Company', 'id': 7311}, {'name': 'Hemisphere Media Capital', 'id': 9169}, {'name': 'NeoReel', 'id': 24097}]",2013-07-30,105.0,347434178.0
2059,The Fifth Estate,28000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",en,10.850442,"[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Participant Media', 'id': 6735}, {'name': 'Reliance Entertainment', 'id': 7294}, {'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Anonymous Content', 'id': 10039}]",2013-10-11,128.0,8555008.0
2060,Untraceable,35000000.0,"[{'id': 18, 'name': 'Drama'}]",en,7.85217,"[{'name': 'Lakeshore Entertainment', 'id': 126}, {'name': 'Cohen/Pearl Productions', 'id': 2397}, {'name': 'Screen Gems', 'id': 3287}]",2008-01-22,101.0,32483410.0
2061,Scream 3,40000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",en,9.738371,"[{'name': 'Konrad Pictures', 'id': 85}, {'name': 'Craven-Maddalena Films', 'id': 1600}, {'name': 'Dimension Films', 'id': 7405}]",2000-02-03,116.0,161834276.0
2062,The Bourne Supremacy,75000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",en,20.40426,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'The Kennedy/Marshall Company', 'id': 862}, {'name': 'Hypnotic', 'id': 7384}, {'name': 'Motion Picture THETA Produktionsgesellschaft', 'id': 11346}, {'name': 'Ludlum Entertainment', 'id': 11347}]",2004-07-23,108.0,288500217.0
2063,Cedar Rapids,0.0,"[{'id': 35, 'name': 'Comedy'}]",en,4.84886,"[{'name': 'Ad Hominem Enterprises', 'id': 2361}]",2011-02-11,87.0,6861102.0
2064,Kung Fu Jungle,25000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",cn,6.636514,"[{'name': 'Emperor Motion Pictures', 'id': 2726}, {'name': 'Heart & Soul Production', 'id': 45424}, {'name': 'Beijing Silver Moon Productions', 'id': 45425}]",2014-10-31,100.0,129115.0
2065,The Interview,44000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",en,14.526049,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Point Grey Pictures', 'id': 16615}]",2014-12-25,112.0,12342632.0
2066,Amores perros,2000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",es,5.958138,"[{'name': 'Altavista Films', 'id': 5084}, {'name': 'Zeta Film', 'id': 11230}]",2000-06-16,154.0,20908467.0
2067,Fantastic Mr. Fox,40000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",en,8.695893,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Regency Enterprises', 'id': 508}, {'name': 'Indian Paintbrush', 'id': 9350}, {'name': 'American Empirical Pictures', 'id': 23449}]",2009-10-23,87.0,46471023.0
2068,Godzilla 1985,2000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",ja,2.894009,"[{'name': 'New World Pictures', 'id': 1950}]",1984-12-15,87.0,4100000.0
2069,Man-Thing,7500000.0,"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",en,6.11959,"[{'name': 'Lions Gate Films', 'id': 35}, {'name': 'Artisan Entertainment', 'id': 2188}, {'name': 'Marvel Enterprises', 'id': 19551}]",2005-04-21,97.0,143000.0
2070,The Pink Panther,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",en,7.851263,"[{'name': 'United Artists', 'id': 60}, {'name': 'Mirisch G-E Productions', 'id': 23533}]",2063-12-19,115.0,10878107.0
2071,Leviathan,25000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",en,10.653446,"[{'name': 'Gordon Company', 'id': 1073}, {'name': 'Filmauro', 'id': 4753}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]",1989-03-17,98.0,15704614.0
2072,Testament of Youth,0.0,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",en,7.046825,"[{'name': 'BBC Films', 'id': 288}, {'name': 'Heyday Films', 'id': 7364}]",2014-10-14,129.0,1822250.0
2073,The Black Dahlia,50000000.0,"[{'id': 18, 'name': 'Drama'}]",en,6.506572,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Davis-Films', 'id': 342}, {'name': 'Signature Pictures', 'id': 2982}, {'name': 'Linson Entertainment', 'id': 4700}, {'name': 'Art Linson Productions', 'id': 8769}, {'name': 'Millennium Films', 'id': 10254}, {'name': 'Equity Pictures Medienfonds GmbH & Co. KG III', 'id': 10885}, {'name': 'Nu Image Entertainment GmbH', 'id': 22443}]",2006-09-15,121.0,49111202.0
2074,I'm Staying,1000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",ru,0.594488,"[{'name': 'Central Partnership', 'id': 9342}, {'name': 'MG Media', 'id': 24287}]",2007-04-19,112.0,404785.0
2075,No One Lives,2900000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",en,7.202832,"[{'name': 'Pathe', 'id': 7396}, {'name': 'WWE Studios', 'id': 10339}, {'name': 'Milk & Media', 'id': 22305}, {'name': 'Constance Media', 'id': 22306}]",2013-03-09,86.0,74918.0
2076,Mugabe and the White African,0.0,"[{'id': 99, 'name': 'Documentary'}, {'id': 10769, 'name': 'Foreign'}]",en,0.14603,,2009-08-07,90.0,4542.0
2077,Company Business,0.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",en,1.228145,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]",1991-09-06,98.0,1501785.0
2078,Angel Heart,17000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",en,7.290872,"[{'name': 'TriStar Pictures', 'id': 559}, {'name': 'Winkast Film Productions', 'id': 13721}, {'name': 'Carolco Pictures', 'id': 14723}, {'name': 'Union', 'id': 24905}]",1987-03-06,113.0,17185632.0
2079,Superbad,0.0,"[{'id': 35, 'name': 'Comedy'}]",ru,0.245606,"[{'name': 'Paradise', 'id': 85389}]",2016-10-13,75.0,263000.0
2080,Once Upon a Time in Mexico,29000000.0,"[{'id': 28, 'name': 'Action'}]",en,8.843365,"[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Dimension Films', 'id': 7405}, {'name': 'Troublemaker Studios', 'id': 10807}]",2003-09-11,102.0,98185582.0
2081,Major League,11000000.0,"[{'id': 35, 'name': 'Comedy'}]",en,5.304376,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Mirage Enterprises', 'id': 932}]",1989-02-16,107.0,49797148.0
2082,Full Frontal,2000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,2.186683,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'Populist Pictures', 'id': 14729}, {'name': 'Monophonic Inc.', 'id': 69989}]",2002-08-02,96.0,2506446.0
2083,A Man Who Was Superman,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",ko,1.95315,"[{'name': 'CJ Entertainment', 'id': 7036}]",2008-01-31,102.0,3848034.0
2084,The Hitcher,6000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",en,5.648114,"[{'name': 'Silver Screen Partners', 'id': 514}, {'name': 'TriStar Pictures', 'id': 559}, {'name': 'HBO Pictures', 'id': 3078}]",1986-02-21,97.0,5844868.0
2085,The Mirror Crack'd,0.0,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",en,2.481504,"[{'name': 'G.W. Films', 'id': 1555}, {'name': 'EMI Films', 'id': 8263}]",1980-09-19,105.0,11000000.0
2086,The Three Burials of Melquiades Estrada,15000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 37, 'name': 'Western'}]",en,9.117934,"[{'name': 'The Javelina Film Company', 'id': 2322}, {'name': 'EuropaCorp', 'id': 6896}]",2005-11-17,121.0,12036149.0
2087,Oculus,5000000.0,"[{'id': 27, 'name': 'Horror'}]",en,8.698043,"[{'name': 'Intrepid Pictures', 'id': 1224}, {'name': 'Blumhouse Productions', 'id': 3172}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'WWE Studios', 'id': 10339}, {'name': 'MICA Entertainment', 'id': 24510}]",2013-09-08,104.0,44030246.0
2088,3 Godfathers,1243000.0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",en,3.803268,"[{'name': 'Argosy Pictures', 'id': 1281}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]",2048-12-01,106.0,2841000.0
2089,Exit Wounds,50000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",en,12.280827,"[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'NPV Entertainment', 'id': 172}, {'name': 'Warner Bros.', 'id': 6194}]",2001-03-13,101.0,79958599.0
